protein_id	label	y	cluster	genome_family	host_domain	host_layer	length	split	lofo
KU884564_39	decoy	0	KU884564_39				101	train	train
PP496443_209	decoy	0	PP496443_209				86	train	train
PQ594022_16	decoy	0	PQ594022_16				55	train	train
OP434441_14	decoy	0	OP434441_14				811	train	train
PP988008_82	decoy	0	PP988008_82				711	train	train
PV784690_4	decoy	0	PV784690_4				116	train	train
MZ501106_261	decoy	0	MZ501106_261				220	train	train
NC_047928_8	decoy	0	NC_047928_8				128	val	train
OR532891_57	decoy	0	OR532891_57				86	test	train
NC_017975_10	decoy	0	NC_017975_10				162	train	train
PP445227_9	decoy	0	PP445227_9				172	val	train
JN371768_122	decoy	0	JN371768_122				233	test	train
NC_071041_45	decoy	0	NC_071041_45				174	val	train
ON528730_72	decoy	0	ON528730_72				69	train	train
MG945538_7	decoy	0	MG945538_7				210	test	train
MG592407_61	decoy	0	MG592407_61				44	test	train
PQ868967_4	decoy	0	PQ868967_4				81	train	train
KY087993_78	decoy	0	KY087993_78				59	test	train
PP885688_104	decoy	0	PP885688_104				155	test	train
NC_042353_41	decoy	0	NC_042353_41				824	train	train
MN310541_14	decoy	0	MN310541_14				139	val	train
PV155695_18	decoy	0	PV155695_18				88	train	train
PX531244_57	decoy	0	PX531244_57				96	val	train
NC_070779_108	decoy	0	NC_070779_108				263	val	train
OQ708376_449	decoy	0	OQ708376_449				148	test	train
OR354855_7	decoy	0	OR354855_7				153	val	train
OR620964_213	decoy	0	OR620964_213				405	train	train
KX198613_68	decoy	0	KX198613_68				151	train	train
PV189485_7	decoy	0	PV189485_7				88	test	train
MN106245_130	decoy	0	MN106245_130				120	train	train
PV158447_212	decoy	0	PV158447_212				81	val	train
PX682280.1_38	decoy	0	PX682280.1_38				85	train	train
OZ196578_234	decoy	0	OZ196578_234				60	train	train
PQ533666_38	decoy	0	PQ533666_38				257	train	train
NC_073212_56	decoy	0	NC_073212_56				163	val	train
NC_008515_176	decoy	0	NC_008515_176				227	train	train
OZ035735_40	decoy	0	OZ035735_40				316	train	train
EU744252_60	decoy	0	EU744252_60				92	test	train
OZ196889_24	decoy	0	OZ196889_24				141	val	train
PX423614_91	decoy	0	PX423614_91				351	test	train
OR777946_30	decoy	0	OR777946_30				102	train	train
MW202675_63	decoy	0	MW202675_63				67	val	train
MW406974_70	decoy	0	MW406974_70				339	val	train
PQ114749_5	decoy	0	PQ114749_5				170	val	train
ON157416_204	decoy	0	ON157416_204				679	val	train
OR576728_20	decoy	0	OR576728_20				237	train	train
NC_048754_99	decoy	0	NC_048754_99				121	val	train
NC_049345_74	decoy	0	NC_049345_74				538	test	train
MW805363_6	decoy	0	MW805363_6				570	train	train
PP993148_48	decoy	0	PP993148_48				190	train	train
OR613469_65	decoy	0	OR613469_65				358	train	train
MK443266_62	decoy	0	MK443266_62				129	train	train
NC_022914_37	decoy	0	NC_022914_37				95	train	train
NC_031013_20	decoy	0	NC_031013_20				181	train	train
KX119199_14	decoy	0	KX119199_14				132	val	train
MK279886_28	decoy	0	MK279886_28				108	train	train
NC_070937_20	decoy	0	NC_070937_20				98	train	train
PQ656108_24	decoy	0	PQ656108_24				97	test	train
MN871441_416	decoy	0	MN871441_416				139	test	train
NC_031065_28	decoy	0	NC_031065_28				155	train	train
PP034390_119	decoy	0	PP034390_119				156	train	train
NC_023559_49	decoy	0	NC_023559_49				440	val	train
PP916319_5	decoy	0	PP916319_5				230	train	train
PP695294_14	decoy	0	PP695294_14				452	test	train
PQ464590_307	decoy	0	PQ464590_307				235	train	train
KY303907_51	decoy	0	KY303907_51				84	train	train
NC_071015_165	decoy	0	NC_071015_165				207	test	train
NC_028808_81	decoy	0	NC_028808_81				112	train	train
OM982646_75	decoy	0	OM982646_75				184	train	train
OP172757_124	decoy	0	OP172757_124				99	train	train
OR611941_60	decoy	0	OR611941_60				339	val	train
MN988539_22	decoy	0	MN988539_22				185	train	train
MK359344_3	decoy	0	MK359344_3				289	train	train
PZ049713.1_28	decoy	0	PZ049713.1_28				1018	train	train
OQ032512_139	decoy	0	OQ032512_139				178	train	train
JF744988_38	decoy	0	JF744988_38				123	test	train
OR997927_24	decoy	0	OR997927_24				61	train	train
NC_021856_124	decoy	0	NC_021856_124				439	train	train
NC_048046_290	decoy	0	NC_048046_290				101	train	train
MT533174_75	decoy	0	MT533174_75				40	train	train
MK448927_43	decoy	0	MK448927_43				119	test	train
NC_031935_14	decoy	0	NC_031935_14				124	test	train
OR521069_60	decoy	0	OR521069_60				141	train	train
PP216085_253	decoy	0	PP216085_253				212	train	train
NC_055863_42	decoy	0	NC_055863_42				229	test	train
NC_048797_26	decoy	0	NC_048797_26				62	train	train
PV876953.1_57	decoy	0	PV876953.1_57				267	train	train
OP434444_59	decoy	0	OP434444_59				255	test	train
PV876939.1_15	decoy	0	PV876939.1_15				256	test	train
MK080312_3	decoy	0	MK080312_3				709	train	train
OR475269_36	decoy	0	OR475269_36				428	train	train
NC_048173_63	decoy	0	NC_048173_63				252	test	train
NC_023719_365	decoy	0	NC_023719_365				213	train	train
PV158447_26	decoy	0	PV158447_26				86	test	train
NC_005872_11	decoy	0	NC_005872_11				183	train	train
MW349129_58	decoy	0	MW349129_58				848	train	train
MK814753_41	decoy	0	MK814753_41				432	val	train
NC_031045_166	decoy	0	NC_031045_166				672	val	train
OP902294_46	decoy	0	OP902294_46				50	test	train
PZ086328.1_260	decoy	0	PZ086328.1_260				77	val	train
OP186293_129	decoy	0	OP186293_129				104	train	train
MK449008_6	decoy	0	MK449008_6				220	test	train
PQ474312_64	decoy	0	PQ474312_64				69	train	train
MT682390_3	decoy	0	MT682390_3				341	test	train
PQ412544_108	decoy	0	PQ412544_108				173	train	train
MN342151_87	decoy	0	MN342151_87				123	train	train
NC_011142_48	decoy	0	NC_011142_48				73	test	train
OR397124_56	decoy	0	OR397124_56				312	val	train
MG592456_60	decoy	0	MG592456_60				303	val	train
PP910832_18	decoy	0	PP910832_18				123	val	train
NC_002484_73	decoy	0	NC_002484_73				187	train	train
MT758689_160	decoy	0	MT758689_160				160	test	train
PQ533658_45	decoy	0	PQ533658_45				95	train	train
NC_070848_106	decoy	0	NC_070848_106				71	train	train
KX752698_116	decoy	0	KX752698_116				152	val	train
OQ417965_15	decoy	0	OQ417965_15				73	train	train
OM728296_112	decoy	0	OM728296_112				377	test	train
PV876940.1_27	decoy	0	PV876940.1_27				279	train	train
MK937597_49	decoy	0	MK937597_49				77	test	train
MW021760_111	decoy	0	MW021760_111				177	val	train
OR844999_58	decoy	0	OR844999_58				200	train	train
NC_027348_43	decoy	0	NC_027348_43				116	train	train
MT889391_7	decoy	0	MT889391_7				357	train	train
MW202544_7	decoy	0	MW202544_7				416	train	train
PQ821707_26	decoy	0	PQ821707_26				427	train	train
NC_133255_121	decoy	0	NC_133255_121				87	test	train
MT104474_5	decoy	0	MT104474_5				96	val	train
OQ992557_65	decoy	0	OQ992557_65				149	test	train
PP464953_94	decoy	0	PP464953_94				1280	train	train
NC_031126_36	decoy	0	NC_031126_36				738	test	train
NC_041913_18	decoy	0	NC_041913_18				234	train	train
OP557969_361	decoy	0	OP557969_361				244	val	train
PP453689_16	decoy	0	PP453689_16				135	train	train
OZ347387_272	decoy	0	OZ347387_272				107	train	train
OR677401_189	decoy	0	OR677401_189				337	train	train
PP974339_56	decoy	0	PP974339_56				236	train	train
MW712735_32	decoy	0	MW712735_32				371	train	train
MH807812_145	decoy	0	MH807812_145				564	train	train
PP056534_86	decoy	0	PP056534_86				146	train	train
OL741057_153	decoy	0	OL741057_153				89	test	train
KX349315_50	decoy	0	KX349315_50				413	train	train
NC_015284_26	decoy	0	NC_015284_26				135	train	train
NC_028934_22	decoy	0	NC_028934_22				181	train	train
OP557969_394	decoy	0	OP557969_394				583	test	train
NC_013420_8	decoy	0	NC_013420_8				116	train	train
KC348604_2	decoy	0	KC348604_2				471	test	train
OM373202_30	decoy	0	OM373202_30				83	train	train
PP925829_31	decoy	0	PP925829_31				203	train	train
LT996078_28	decoy	0	LT996078_28				141	train	train
NC_028760_14	decoy	0	NC_028760_14				145	train	train
MT684592_65	decoy	0	MT684592_65				237	train	train
PP034387_66	decoy	0	PP034387_66				93	train	train
MN062185_33	decoy	0	MN062185_33				646	train	train
OQ504983_117	decoy	0	OQ504983_117				135	train	train
OP729297_144	decoy	0	OP729297_144				104	train	train
PX682358.1_74	decoy	0	PX682358.1_74				286	train	train
NC_111478_92	decoy	0	NC_111478_92				60	test	train
LR215720_136	decoy	0	LR215720_136				356	val	train
NC_048639_81	decoy	0	NC_048639_81				380	train	train
PP723047_243	decoy	0	PP723047_243				62	test	train
OR209256_32	decoy	0	OR209256_32				102	val	train
OQ623132_49	decoy	0	OQ623132_49				190	train	train
MT325768_77	decoy	0	MT325768_77				48	val	train
PQ571277_3	decoy	0	PQ571277_3				5392	test	train
KJ019063_184	decoy	0	KJ019063_184				247	train	train
OP562166_34	decoy	0	OP562166_34				289	train	train
MZ364281_5	decoy	0	MZ364281_5				300	train	train
OP557969_412	decoy	0	OP557969_412				447	test	train
NC_026594_6	decoy	0	NC_026594_6				354	test	train
PQ492658_107	decoy	0	PQ492658_107				147	train	train
NC_047764_37	decoy	0	NC_047764_37				274	val	train
NC_041897_27	decoy	0	NC_041897_27				852	train	train
MW202475_14	decoy	0	MW202475_14				129	train	train
NC_048131_25	decoy	0	NC_048131_25				130	train	train
MK448862_43	decoy	0	MK448862_43				154	train	train
PV644008_13	decoy	0	PV644008_13				69	train	train
MZ417335_149	decoy	0	MZ417335_149				125	test	train
NC_006884_150	decoy	0	NC_006884_150				267	test	train
NC_054915_92	decoy	0	NC_054915_92				342	test	train
PP412827_2	decoy	0	PP412827_2				554	train	train
MT121968_5	decoy	0	MT121968_5				192	train	train
NC_031115_43	decoy	0	NC_031115_43				44	test	train
MK448931_13	decoy	0	MK448931_13				398	train	train
LC667450_5	decoy	0	LC667450_5				127	val	train
JX006077_60	decoy	0	JX006077_60				134	test	train
KX229736_74	decoy	0	KX229736_74				446	val	train
OR138017_267	decoy	0	OR138017_267				353	test	train
MT723933_101	decoy	0	MT723933_101				106	val	train
PV686213_36	decoy	0	PV686213_36				66	train	train
NC_041888_32	decoy	0	NC_041888_32				125	train	train
PV874203_82	decoy	0	PV874203_82				66	test	train
NC_052980_5	decoy	0	NC_052980_5				273	train	train
NC_041899_79	decoy	0	NC_041899_79				98	val	train
MW202801_64	decoy	0	MW202801_64				64	train	train
PX101963_89	decoy	0	PX101963_89				178	val	train
MN850614_96	decoy	0	MN850614_96				211	test	train
OR352938_110	decoy	0	OR352938_110				66	test	train
ON716453_72	decoy	0	ON716453_72				61	test	train
PQ589834_224	decoy	0	PQ589834_224				577	train	train
NC_071001_67	decoy	0	NC_071001_67				287	train	train
OP858991_11	decoy	0	OP858991_11				253	train	train
MT349887_9	decoy	0	MT349887_9				401	train	train
PV208534_23	decoy	0	PV208534_23				98	test	train
MW791312_17	decoy	0	MW791312_17				221	val	train
MH153804_61	decoy	0	MH153804_61				140	train	train
PV730300_236	decoy	0	PV730300_236				119	train	train
MT457552_91	decoy	0	MT457552_91				260	train	train
MZ089775_5	decoy	0	MZ089775_5				98	train	train
MN270272_36	decoy	0	MN270272_36				531	test	train
KX344445_60	decoy	0	KX344445_60				276	test	train
MT639654_22	decoy	0	MT639654_22				827	train	train
NC_022771_116	decoy	0	NC_022771_116				328	test	train
NC_020854_38	decoy	0	NC_020854_38				122	test	train
OQ221538_65	decoy	0	OQ221538_65				109	train	train
NC_028829_232	decoy	0	NC_028829_232				85	train	train
NC_048797_91	decoy	0	NC_048797_91				175	train	train
MK279876_2	decoy	0	MK279876_2				271	train	train
PP856722_93	decoy	0	PP856722_93				177	train	train
MW269952_136	decoy	0	MW269952_136				115	train	train
NC_031070_170	decoy	0	NC_031070_170				77	val	train
PV340855_214	decoy	0	PV340855_214				80	val	train
NC_008202_51	decoy	0	NC_008202_51				220	train	train
MW584201_72	decoy	0	MW584201_72				637	train	train
OZ035773_226	decoy	0	OZ035773_226				43	train	train
MZ868717_4	decoy	0	MZ868717_4				187	train	train
OR553896_52	decoy	0	OR553896_52				60	train	train
PP974338_63	decoy	0	PP974338_63				119	train	train
OQ221563_34	decoy	0	OQ221563_34				108	train	train
OP185508_1	decoy	0	OP185508_1				153	val	train
MF668286_170	decoy	0	MF668286_170				31	test	train
PQ015379_385	decoy	0	PQ015379_385				116	val	train
PP889458_166	decoy	0	PP889458_166				365	train	train
NC_055876_28	decoy	0	NC_055876_28				140	train	train
NC_049850_161	decoy	0	NC_049850_161				332	train	train
OR496884_193	decoy	0	OR496884_193				324	test	train
PP091972_19	decoy	0	PP091972_19				65	train	train
PP179334_2	decoy	0	PP179334_2				460	val	train
NC_028676_228	decoy	0	NC_028676_228				166	test	train
LR756500_599	decoy	0	LR756500_599				112	train	train
AY954948_13	decoy	0	AY954948_13				91	test	train
MH744418_122	decoy	0	MH744418_122				251	val	train
LC487410_143	decoy	0	LC487410_143				1623	test	train
KU737345_110	decoy	0	KU737345_110				189	val	train
NC_023603_58	decoy	0	NC_023603_58				257	train	train
NC_031915_52	decoy	0	NC_031915_52				120	train	train
NC_027367_26	decoy	0	NC_027367_26				186	val	train
NC_016659_61	decoy	0	NC_016659_61				121	test	train
MK468591_70	decoy	0	MK468591_70				98	train	train
MF133445_24	decoy	0	MF133445_24				141	train	train
NC_054393_94	decoy	0	NC_054393_94				89	test	train
OR354847_24	decoy	0	OR354847_24				204	train	train
MK448986_32	decoy	0	MK448986_32				243	test	train
NC_020851_92	decoy	0	NC_020851_92				35	train	train
MW749007_64	decoy	0	MW749007_64				245	train	train
MH673674_12	decoy	0	MH673674_12				100	train	train
OZ038340_51	decoy	0	OZ038340_51				93	test	train
NC_031001_14	decoy	0	NC_031001_14				137	train	train
OP172795_35	decoy	0	OP172795_35				72	val	train
MH171094_49	decoy	0	MH171094_49				80	train	train
MZ188976_121	decoy	0	MZ188976_121				148	train	train
PP179332_209	decoy	0	PP179332_209				70	train	train
KX557281_41	decoy	0	KX557281_41				133	val	train
ON157416_185	decoy	0	ON157416_185				133	val	train
PP747161_18	decoy	0	PP747161_18				250	train	train
NC_015290_108	decoy	0	NC_015290_108				750	train	train
PV256515_33	decoy	0	PV256515_33				190	train	train
NC_016766_72	decoy	0	NC_016766_72				105	val	train
PQ362684_9	decoy	0	PQ362684_9				276	train	train
LR877331_239	decoy	0	LR877331_239				656	test	train
PV915796.1_108	decoy	0	PV915796.1_108				145	train	train
NC_031235_232	decoy	0	NC_031235_232				230	val	train
OP068338_35	decoy	0	OP068338_35				183	train	train
PV693690_68	decoy	0	PV693690_68				313	train	train
MG099943_47	decoy	0	MG099943_47				64	val	train
PQ159902_37	decoy	0	PQ159902_37				288	train	train
MT151604_53	decoy	0	MT151604_53				257	train	train
NC_055884_63	decoy	0	NC_055884_63				124	test	train
NC_042081_2	decoy	0	NC_042081_2				52	train	train
LC779549_2	decoy	0	LC779549_2				124	train	train
PQ231750_17	decoy	0	PQ231750_17				378	train	train
PV105555_3	decoy	0	PV105555_3				341	train	train
MH976514_29	decoy	0	MH976514_29				641	val	train
OP341627_44	decoy	0	OP341627_44				231	test	train
NC_055806_34	decoy	0	NC_055806_34				155	train	train
ON970572_36	decoy	0	ON970572_36				60	train	train
KT919973_103	decoy	0	KT919973_103				90	train	train
LC487410_106	decoy	0	LC487410_106				71	train	train
ON260816_71	decoy	0	ON260816_71				154	val	train
NC_070766_12	decoy	0	NC_070766_12				421	test	train
MT952160_46	decoy	0	MT952160_46				131	train	train
OK318960_50	decoy	0	OK318960_50				558	test	train
OR472329_162	decoy	0	OR472329_162				291	train	train
NC_048892_62	decoy	0	NC_048892_62				95	train	train
PP977452_54	decoy	0	PP977452_54				311	train	train
NC_027987_41	decoy	0	NC_027987_41				84	train	train
MH572502_4	decoy	0	MH572502_4				291	val	train
MH572509_2	decoy	0	MH572509_2				218	val	train
MW679026_93	decoy	0	MW679026_93				628	test	train
MN284893_61	decoy	0	MN284893_61				110	val	train
PP601403_141	decoy	0	PP601403_141				714	train	train
NC_031034_19	decoy	0	NC_031034_19				62	train	train
MG592468_21	decoy	0	MG592468_21				517	train	train
OR544137_5	decoy	0	OR544137_5				69	train	train
NC_006820_180	decoy	0	NC_006820_180				280	train	train
MN585992_115	decoy	0	MN585992_115				94	train	train
OL774867_55	decoy	0	OL774867_55				279	train	train
MT863719_133	decoy	0	MT863719_133				169	train	train
OK349510_109	decoy	0	OK349510_109				182	train	train
NC_070965_93	decoy	0	NC_070965_93				49	test	train
MZ969646_95	decoy	0	MZ969646_95				157	train	train
PV780768_7	decoy	0	PV780768_7				173	val	train
PV844354_44	decoy	0	PV844354_44				132	val	train
NC_054969_42	decoy	0	NC_054969_42				531	test	train
MT952851_18	decoy	0	MT952851_18				168	val	train
OR683411_7	decoy	0	OR683411_7				97	train	train
PV654398_94	decoy	0	PV654398_94				66	test	train
PQ096440_136	decoy	0	PQ096440_136				79	test	train
NC_049474_16	decoy	0	NC_049474_16				475	val	train
PV105567_6	decoy	0	PV105567_6				405	test	train
ON513432_16	decoy	0	ON513432_16				1048	train	train
NC_030948_62	decoy	0	NC_030948_62				60	train	train
PQ495740_73	decoy	0	PQ495740_73				152	train	train
PV544176_1	decoy	0	PV544176_1				101	test	train
PV890570_32	decoy	0	PV890570_32				97	train	train
PQ244018_13	decoy	0	PQ244018_13				301	train	train
OP902292_1	decoy	0	OP902292_1				61	train	train
OQ790078_33	decoy	0	OQ790078_33				203	test	train
NC_100129_72	decoy	0	NC_100129_72				197	test	train
NC_015285_160	decoy	0	NC_015285_160				114	test	train
MT710307_149	decoy	0	MT710307_149				312	train	train
MK448954_50	decoy	0	MK448954_50				370	val	train
OR539219_84	decoy	0	OR539219_84				344	train	train
MT932212_14	decoy	0	MT932212_14				162	train	train
NC_041880_147	decoy	0	NC_041880_147				63	val	train
NC_048160_9	decoy	0	NC_048160_9				70	val	train
PP226939_27	decoy	0	PP226939_27				112	val	train
PQ368522_182	decoy	0	PQ368522_182				281	train	train
PQ114751_9	decoy	0	PQ114751_9				534	train	train
PQ471460_66	decoy	0	PQ471460_66				240	train	train
MT310875_31	decoy	0	MT310875_31				84	test	train
PV483189_65	decoy	0	PV483189_65				62	test	train
NC_048640_46	decoy	0	NC_048640_46				177	val	train
NC_048008_148	decoy	0	NC_048008_148				50	train	train
PP932687_38	decoy	0	PP932687_38				1033	test	train
PV730302_41	decoy	0	PV730302_41				42	train	train
MN781580_89	decoy	0	MN781580_89				340	train	train
OR699182_11	decoy	0	OR699182_11				120	test	train
NC_048626_51	decoy	0	NC_048626_51				216	val	train
PX658174_68	decoy	0	PX658174_68				119	train	train
KY065468_35	decoy	0	KY065468_35				73	train	train
OL436245_161	decoy	0	OL436245_161				121	val	train
LC567841_1	decoy	0	LC567841_1				67	val	train
NC_070888_161	decoy	0	NC_070888_161				60	val	train
PP429241_32	decoy	0	PP429241_32				168	train	train
PQ114750_94	decoy	0	PQ114750_94				71	train	train
NC_070809_20	decoy	0	NC_070809_20				367	train	train
PQ493637_21	decoy	0	PQ493637_21				383	train	train
OP924285_64	decoy	0	OP924285_64				168	train	train
PQ569625.1_47	decoy	0	PQ569625.1_47				67	train	train
OR845035_8	decoy	0	OR845035_8				182	test	train
MG592456_48	decoy	0	MG592456_48				282	train	train
PV261924_10	decoy	0	PV261924_10				84	val	train
NC_028661_31	decoy	0	NC_028661_31				81	train	train
MH221129_57	decoy	0	MH221129_57				124	val	train
ON814135_155	decoy	0	ON814135_155				901	test	train
GQ478083_67	decoy	0	GQ478083_67				77	train	train
MG592553_154	decoy	0	MG592553_154				160	test	train
MW507134_78	decoy	0	MW507134_78				95	train	train
NC_062581_113	decoy	0	NC_062581_113				466	train	train
KY303907_35	decoy	0	KY303907_35				65	val	train
PX240981_26	decoy	0	PX240981_26				143	train	train
MW812339_213	decoy	0	MW812339_213				223	train	train
NC_028848_31	decoy	0	NC_028848_31				188	val	train
NC_041884_307	decoy	0	NC_041884_307				207	val	train
MH744423_5	decoy	0	MH744423_5				282	val	train
NC_023719_215	decoy	0	NC_023719_215				167	train	train
NC_071017_81	decoy	0	NC_071017_81				75	train	train
NC_042100_67	decoy	0	NC_042100_67				110	val	train
OP375635_35	decoy	0	OP375635_35				32	train	train
PQ666541_221	decoy	0	PQ666541_221				107	train	train
NC_021347_141	decoy	0	NC_021347_141				249	train	train
PQ189313_25	decoy	0	PQ189313_25				357	train	train
NC_073195_26	decoy	0	NC_073195_26				778	val	train
OP123707_171	decoy	0	OP123707_171				257	train	train
PV806336_171	decoy	0	PV806336_171				58	test	train
MW202825_53	decoy	0	MW202825_53				66	train	train
PQ287320_202	decoy	0	PQ287320_202				140	val	train
MH538193_67	decoy	0	MH538193_67				107	train	train
CAKLQA020000003_48	decoy	0	CAKLQA020000003_48				122	train	train
MN871444_219	decoy	0	MN871444_219				131	test	train
OQ331036_210	decoy	0	OQ331036_210				217	train	train
MH925092_57	decoy	0	MH925092_57				339	train	train
OR683410_22	decoy	0	OR683410_22				392	train	train
OL754588_69	decoy	0	OL754588_69				520	train	train
OZ195776_268	decoy	0	OZ195776_268				87	val	train
MK893987_105	decoy	0	MK893987_105				132	train	train
MW394390_215	decoy	0	MW394390_215				66	test	train
NC_048060_10	decoy	0	NC_048060_10				81	test	train
MZ958745_169	decoy	0	MZ958745_169				243	test	train
PV036429_24	decoy	0	PV036429_24				420	test	train
OK665488_54	decoy	0	OK665488_54				1052	test	train
OR195044_63	decoy	0	OR195044_63				57	train	train
PP357471_35	decoy	0	PP357471_35				317	train	train
OP053362_66	decoy	0	OP053362_66				42	val	train
NC_073212_37	decoy	0	NC_073212_37				1033	train	train
PV763892_16	decoy	0	PV763892_16				593	test	train
ON968452_41	decoy	0	ON968452_41				283	train	train
OP028995_24	decoy	0	OP028995_24				805	train	train
OQ829630_48	decoy	0	OQ829630_48				563	train	train
PP003918_51	decoy	0	PP003918_51				79	test	train
NC_029030_18	decoy	0	NC_029030_18				156	train	train
PQ480021_70	decoy	0	PQ480021_70				202	test	train
OR354839_134	decoy	0	OR354839_134				110	val	train
ON857941_26	decoy	0	ON857941_26				172	train	train
NC_073206_20	decoy	0	NC_073206_20				97	train	train
OM386656_138	decoy	0	OM386656_138				248	val	train
KX557288_10	decoy	0	KX557288_10				207	train	train
PP079212_12	decoy	0	PP079212_12				87	train	train
NC_070855_88	decoy	0	NC_070855_88				75	val	train
OM033136_70	decoy	0	OM033136_70				84	train	train
MK448820_5	decoy	0	MK448820_5				53	train	train
PX054590_11	decoy	0	PX054590_11				1276	train	train
PQ226818_221	decoy	0	PQ226818_221				151	train	train
OM457001_46	decoy	0	OM457001_46				62	train	train
OZ413490.1_46	decoy	0	OZ413490.1_46				306	test	train
NC_048697_89	decoy	0	NC_048697_89				168	val	train
MH047631_98	decoy	0	MH047631_98				275	train	train
PV659053_129	decoy	0	PV659053_129				245	val	train
KM591905_20	decoy	0	KM591905_20				257	val	train
NC_048764_72	decoy	0	NC_048764_72				88	test	train
NC_070998_195	decoy	0	NC_070998_195				217	val	train
NC_048827_178	decoy	0	NC_048827_178				61	test	train
ON184126_188	decoy	0	ON184126_188				593	train	train
OQ455241.1_190	decoy	0	OQ455241.1_190				113	train	train
MW349129_55	decoy	0	MW349129_55				392	train	train
MN369754_185	decoy	0	MN369754_185				124	train	train
MK373794_1	decoy	0	MK373794_1				34	test	train
OX241437_225	decoy	0	OX241437_225				88	train	train
OR472559_14	decoy	0	OR472559_14				295	val	train
MF418016_18	decoy	0	MF418016_18				203	val	train
OR699282_574	decoy	0	OR699282_574				397	test	train
OM971648_186	decoy	0	OM971648_186				66	train	train
MW677520_11	decoy	0	MW677520_11				215	train	train
ON886116_36	decoy	0	ON886116_36				336	train	train
MN164484_6	decoy	0	MN164484_6				70	test	train
OR725491_60	decoy	0	OR725491_60				145	test	train
NC_048182_3	decoy	0	NC_048182_3				530	train	train
PV764938_410	decoy	0	PV764938_410				237	val	train
PP925821_18	decoy	0	PP925821_18				232	val	train
ON208830_107	decoy	0	ON208830_107				92	test	train
NC_041939_5	decoy	0	NC_041939_5				416	train	train
MT135269_5	decoy	0	MT135269_5				135	test	train
LR756502_19	decoy	0	LR756502_19				158	train	train
MZ681507_23	decoy	0	MZ681507_23				105	train	train
PV745554_234	decoy	0	PV745554_234				132	test	train
OR195048_138	decoy	0	OR195048_138				387	train	train
PP856017_27	decoy	0	PP856017_27				573	test	train
NC_041880_176	decoy	0	NC_041880_176				76	train	train
MG945713_2	decoy	0	MG945713_2				604	test	train
NC_031048_13	decoy	0	NC_031048_13				301	test	train
NC_041856_32	decoy	0	NC_041856_32				323	val	train
KR093631_45	decoy	0	KR093631_45				181	test	train
PQ758389_33	decoy	0	PQ758389_33				111	train	train
OR699185_46	decoy	0	OR699185_46				165	val	train
NC_047815_247	decoy	0	NC_047815_247				220	train	train
MN807240_1	decoy	0	MN807240_1				582	train	train
OR354834_110	decoy	0	OR354834_110				52	train	train
OZ196270_80	decoy	0	OZ196270_80				196	train	train
MW584200_12	decoy	0	MW584200_12				53	train	train
NC_019544_34	decoy	0	NC_019544_34				69	train	train
MW845760_347	decoy	0	MW845760_347				150	val	train
PQ559669_52	decoy	0	PQ559669_52				95	train	train
NC_070999_134	decoy	0	NC_070999_134				724	val	train
NC_054959_62	decoy	0	NC_054959_62				149	val	train
PP191103_500	decoy	0	PP191103_500				130	train	train
NC_020077_63	decoy	0	NC_020077_63				332	train	train
NC_048637_140	decoy	0	NC_048637_140				1150	train	train
OP172830_20	decoy	0	OP172830_20				111	val	train
PV504775_58	decoy	0	PV504775_58				94	val	train
MW161463_22	decoy	0	MW161463_22				314	val	train
MK448723_19	decoy	0	MK448723_19				196	train	train
PP191103_62	decoy	0	PP191103_62				320	train	train
PQ571310_36	decoy	0	PQ571310_36				89	val	train
PP597383_168	decoy	0	PP597383_168				186	test	train
MN812693_28	decoy	0	MN812693_28				123	val	train
OP654737_76	decoy	0	OP654737_76				225	train	train
OQ267695_25	decoy	0	OQ267695_25				157	train	train
PP763258_80	decoy	0	PP763258_80				86	train	train
KX879601_6	decoy	0	KX879601_6				161	train	train
PX071749_17	decoy	0	PX071749_17				418	test	train
NC_020875_160	decoy	0	NC_020875_160				144	train	train
OK625527_42	decoy	0	OK625527_42				34	train	train
OR449012_48	decoy	0	OR449012_48				632	test	train
NC_043027_300	decoy	0	NC_043027_300				91	train	train
OR850875_6	decoy	0	OR850875_6				57	train	train
NC_070964_160	decoy	0	NC_070964_160				143	test	train
MW202864_11	decoy	0	MW202864_11				255	val	train
PV105552_104	decoy	0	PV105552_104				228	val	train
PP429227_177	decoy	0	PP429227_177				122	train	train
PP681324_29	decoy	0	PP681324_29				111	train	train
PX974319.1_13	decoy	0	PX974319.1_13				204	val	train
MW790495_6	decoy	0	MW790495_6				168	test	train
NC_025427_85	decoy	0	NC_025427_85				219	train	train
PP663283_9	decoy	0	PP663283_9				349	val	train
LR535913_56	decoy	0	LR535913_56				459	train	train
PV340575_23	decoy	0	PV340575_23				97	train	train
PX843246.1_29	decoy	0	PX843246.1_29				170	train	train
NC_028683_70	decoy	0	NC_028683_70				91	train	train
PX512284.1_114	decoy	0	PX512284.1_114				104	test	train
OR515478_74	decoy	0	OR515478_74				62	train	train
NC_004914_1	decoy	0	NC_004914_1				418	train	train
PV663807_109	decoy	0	PV663807_109				334	val	train
MK814748_26	decoy	0	MK814748_26				149	train	train
PQ510734_29	decoy	0	PQ510734_29				67	val	train
BK061480_28	decoy	0	BK061480_28				360	test	train
MT735630_10	decoy	0	MT735630_10				97	train	train
KJ019163_146	decoy	0	KJ019163_146				563	train	train
MN586039_73	decoy	0	MN586039_73				82	val	train
MH509446_4	decoy	0	MH509446_4				529	val	train
