protein_id,category,host_raw,host_domain,genome_genus,genome_family,protein_length,best_evalue,n_pfam,n_cdd,n_superfamily,cazy_layer,tmhmm_predhel_approx,signal_peptide_approx,genome_completeness,genome_checkv_quality,fold_homolog,mean_plddt,n_pockets,substrate_inferred,novelty,transfer_value,total_score
PV891803_24,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,894,2.70e-09,1,1,0,none,0,no,100.0,Complete,,,,未知,0.21,CRKP/PA/AB 临床重点菌,0.5486
OR532878_20,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,848,2.30e-08,1,1,0,none,0,no,93.26,High-quality,,,,未知,0.251,CRKP/PA/AB 临床重点菌,0.5486
OX335439_30,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,895,2.70e-09,1,1,0,none,0,no,92.61,High-quality,,,,未知,0.209,CRKP/PA/AB 临床重点菌,0.5485
PV891802_30,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,894,2.70e-09,1,1,0,none,0,no,100.0,Complete,,,,未知,0.209,CRKP/PA/AB 临床重点菌,0.5485
NC_041916_202,lysin,Vibrio,bacteria,Tidunavirus,Chimalliviridae,2325,2.40e-09,1,0,1,GH18/19,2,no,82.21,Medium-quality,,,,肽聚糖（推断）,0.606,其他革兰阴性/细菌,0.5484
PV360689_24,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,894,2.70e-09,1,1,0,none,0,no,92.83,High-quality,,,,未知,0.208,CRKP/PA/AB 临床重点菌,0.5483
NC_070726_43,lysin,Streptococcus,bacteria,Moineauvirus,Aliceevansviridae,201,1.10e-06,2,0,1,"CAZy(lytic_exoenzyme,class待定);GH(class)",0,no,73.4,Medium-quality,AF-A0A3G6JJY4-F1,83.2,16,肽聚糖（推断）,0.125,革兰阳性,0.5483
NC_071078_25,lysin,Streptococcus,bacteria,Brussowvirus,Aliceevansviridae,462,6.20e-07,2,0,2,GH25,0,no,64.82,Medium-quality,AF-A0A6A8UAT0-F1,84.0,18,肽聚糖（推断）,0.106,革兰阳性,0.5483
OY978778_55,depolymerase,Klebsiella,bacteria,Kaypoctavirus,Schitoviridae,902,6.70e-11,1,0,0,none,0,no,100.0,Complete,,,,未知,0.136,CRKP/PA/AB 临床重点菌,0.5482
OX335418_5,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,514,5.90e-10,0,0,1,none,0,no,100.0,Complete,,,,未知,0.711,CRKP/PA/AB 临床重点菌,0.5482
PQ409239_92,depolymerase,Klebsiella,bacteria,Kaypoctavirus,Schitoviridae,164,5.60e-16,,,,none,0,no,93.64,High-quality,,,,未知,0.043,CRKP/PA/AB 临床重点菌,0.5481
NC_071082_26,lysin,Streptococcus,bacteria,Brussowvirus,Aliceevansviridae,462,6.20e-07,2,0,2,GH25,0,no,64.77,Medium-quality,AF-A0A6A8UAT0-F1,84.0,18,肽聚糖（推断）,0.104,革兰阳性,0.548
OP913464_59,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,211,6.10e-107,1,0,1,none,0,no,92.04,High-quality,,,,未知,0.053,革兰阳性,0.548
MZ428222_7,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,876,4.00e-08,1,1,0,none,0,no,83.58,Medium-quality,,,,未知,0.257,CRKP/PA/AB 临床重点菌,0.5479
PQ133620_3,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,514,5.90e-10,,,,none,0,no,100.0,Complete,,,,未知,0.709,CRKP/PA/AB 临床重点菌,0.5479
OY757061_47,depolymerase,Klebsiella,bacteria,Benllochvirus,Autotranscriptaviridae,513,5.90e-10,,,,none,0,no,90.51,High-quality,,,,未知,0.709,CRKP/PA/AB 临床重点菌,0.5479
OX335398_43,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,514,5.90e-10,,,,none,0,no,95.86,High-quality,,,,未知,0.709,CRKP/PA/AB 临床重点菌,0.5479
PQ738176_2,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,514,5.90e-10,,,,none,0,no,92.65,High-quality,,,,未知,0.709,CRKP/PA/AB 临床重点菌,0.5479
PP889482_41,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,514,5.90e-10,,,,none,0,no,95.13,High-quality,,,,未知,0.709,CRKP/PA/AB 临床重点菌,0.5479
PQ516282_22,depolymerase,Acinetobacter,bacteria,Unclassified,Unclassified,231,2.00e-07,,,,none,0,no,67.1,Medium-quality,,,,未知,0.421,CRKP/PA/AB 临床重点菌,0.5478
OX335409_5,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,514,5.90e-10,,,,none,0,no,100.0,Complete,,,,未知,0.707,CRKP/PA/AB 临床重点菌,0.5476
NC_019915_65,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,271,9.90e-34,2,1,1,none,0,no,83.07,Medium-quality,,,,未知,0.048,革兰阳性,0.5472
MZ417354_19,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,211,6.10e-107,1,0,1,none,0,no,100.0,Complete,,,,未知,0.048,革兰阳性,0.5472
PP738758_22,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,894,5.30e-08,1,1,0,none,0,no,91.11,High-quality,,,,未知,0.257,CRKP/PA/AB 临床重点菌,0.5471
OR148035_65,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,876,4.00e-08,1,1,0,none,0,no,92.27,High-quality,,,,未知,0.252,CRKP/PA/AB 临床重点菌,0.5471
OQ627806_38,lysin,Lactobacillus,bacteria,Unclassified,Unclassified,95,2.00e-48,,,,none,0,no,50.26,Medium-quality,,,,未知,0.047,革兰阳性,0.5471
MN395285_18,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,974,2.90e-10,1,1,0,none,0,no,100.0,Complete,,,,未知,0.156,CRKP/PA/AB 临床重点菌,0.547
OY978805_22,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,928,1.60e-08,1,1,0,none,0,no,91.98,High-quality,,,,未知,0.232,CRKP/PA/AB 临床重点菌,0.5468
AP017925_39,lysin,Ralstonia,bacteria,Ripduovirus,Chimalliviridae,2503,1.10e-22,1,0,1,none,3,no,94.19,High-quality,,,,未知,0.003,其他革兰阴性/细菌,0.5468
OX335387_30,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,876,4.00e-08,1,1,0,none,0,no,89.74,Medium-quality,,,,未知,0.249,CRKP/PA/AB 临床重点菌,0.5467
MZ221764_23,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,876,4.00e-08,1,1,0,none,0,no,91.8,High-quality,,,,未知,0.249,CRKP/PA/AB 临床重点菌,0.5467
MZ417319_1,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,179,6.10e-107,1,0,0,none,0,no,100.0,Complete,,,,未知,0.045,革兰阳性,0.5467
PV189482_9,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,329,3.80e-07,1,0,0,none,0,yes,36.73,Low-quality,,,,未知,0.292,CRKP/PA/AB 临床重点菌,0.5466
OL474125_35,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,3.80e-07,1,0,0,none,0,no,96.11,High-quality,,,,未知,0.292,CRKP/PA/AB 临床重点菌,0.5466
PQ657835_53,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,319,3.80e-07,1,0,0,none,0,no,93.58,High-quality,,,,未知,0.292,CRKP/PA/AB 临床重点菌,0.5466
NC_047907_15,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,973,2.90e-10,1,1,0,none,0,no,100.0,Complete,,,,未知,0.153,CRKP/PA/AB 临床重点菌,0.5465
NC_041911_43,lysin,Ralstonia,bacteria,Ripduovirus,Chimalliviridae,2501,1.10e-22,1,0,1,none,3,no,95.07,High-quality,,,,未知,0.0,其他革兰阴性/细菌,0.5464
MZ417331_112,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,211,6.10e-107,1,0,1,none,0,no,100.0,Complete,,,,未知,0.043,革兰阳性,0.5464
MT080594_58,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,211,6.10e-107,1,0,1,none,0,no,100.0,Complete,,,,未知,0.043,革兰阳性,0.5464
PX833368.1_22,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,848,2.30e-08,1,1,0,none,0,no,90.24,High-quality,,,,未知,0.235,CRKP/PA/AB 临床重点菌,0.5462
KY653124_65,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,316,1.30e-16,2,1,2,none,0,no,100.0,Complete,AF-A0A8B2ZJR5-F1,88.9,38,未知,0.013,革兰阳性,0.5462
MN091625_35,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,52,6.10e-107,,,,none,0,no,90.42,High-quality,,,,未知,0.041,革兰阳性,0.5462
PP889496_23,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,894,2.70e-09,1,1,0,none,0,no,92.69,High-quality,,,,未知,0.193,CRKP/PA/AB 临床重点菌,0.5461
PP889493_52,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,319,3.80e-07,1,0,0,none,0,no,95.07,High-quality,,,,未知,0.288,CRKP/PA/AB 临床重点菌,0.546
PQ657833_53,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,319,3.80e-07,1,0,0,none,0,no,92.82,High-quality,,,,未知,0.288,CRKP/PA/AB 临床重点菌,0.546
OR287810_47,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,3.80e-07,1,0,0,none,0,no,100.0,Complete,,,,未知,0.288,CRKP/PA/AB 临床重点菌,0.546
NC_047783_48,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,3.80e-07,1,0,0,none,0,no,100.0,Complete,,,,未知,0.288,CRKP/PA/AB 临床重点菌,0.546
PV069682_13,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,130,1.80e-95,1,0,1,none,0,no,91.33,High-quality,,,,未知,0.039,革兰阳性,0.5459
NC_027399_533,depolymerase,Klebsiella,bacteria,Alcyoneusvirus,Unclassified,652,4.40e-13,0,0,1,none,0,no,90.19,High-quality,,,,未知,0.556,CRKP/PA/AB 临床重点菌,0.5458
NC_070714_22,lysin,Streptococcus,bacteria,Moineauvirus,Aliceevansviridae,462,6.20e-07,2,0,2,GH25,0,no,66.33,Medium-quality,AF-A0A6A8UAT0-F1,84.0,18,肽聚糖（推断）,0.089,革兰阳性,0.5457
MZ417345_88,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,210,6.10e-107,1,0,1,none,0,no,100.0,Complete,,,,未知,0.038,革兰阳性,0.5457
MN091625_39,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,210,6.10e-107,1,0,1,none,0,no,90.42,High-quality,,,,未知,0.038,革兰阳性,0.5457
OP297178_33,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,297,6.10e-107,2,1,1,none,0,no,100.0,Complete,,,,未知,0.038,革兰阳性,0.5457
NC_070673_24,lysin,Streptococcus,bacteria,Moineauvirus,Aliceevansviridae,462,6.20e-07,2,0,2,GH25,0,no,71.31,Medium-quality,AF-A0A6A8UAT0-F1,84.0,18,肽聚糖（推断）,0.087,革兰阳性,0.5454
OQ622006_46,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,809,4.30e-08,,,,none,0,no,93.49,High-quality,,,,未知,0.374,CRKP/PA/AB 临床重点菌,0.5452
PX670401.1_56,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,319,3.80e-07,1,0,0,none,0,no,95.46,High-quality,,,,未知,0.281,CRKP/PA/AB 临床重点菌,0.545
NC_047748_49,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,3.80e-07,1,0,0,none,0,no,100.0,Complete,,,,未知,0.281,CRKP/PA/AB 临床重点菌,0.545
PP974226_48,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,3.80e-07,1,0,0,none,0,no,100.0,Complete,,,,未知,0.281,CRKP/PA/AB 临床重点菌,0.545
OL741057_162,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,211,6.10e-107,1,0,1,none,0,no,91.25,High-quality,,,,未知,0.033,革兰阳性,0.545
NC_047787_10,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,1.30e-06,1,0,0,none,0,no,92.02,High-quality,,,,未知,0.303,CRKP/PA/AB 临床重点菌,0.5447
NC_022775_7,lysin,Lactobacillus,bacteria,Unclassified,Unclassified,295,2.80e-06,1,1,1,GH25,0,no,65.71,Medium-quality,AF-A0A3G6K3I3-F1,92.1,14,肽聚糖（推断）,0.163,革兰阳性,0.5446
PV827585_58,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,874,1.50e-07,1,1,0,none,0,no,91.43,High-quality,,,,未知,0.26,CRKP/PA/AB 临床重点菌,0.5445
PX670400.1_52,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,319,3.80e-07,1,0,0,none,0,no,95.22,High-quality,,,,未知,0.277,CRKP/PA/AB 临床重点菌,0.5444
OP441381_6,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,3.80e-07,1,0,0,none,0,no,100.0,Complete,,,,未知,0.277,CRKP/PA/AB 临床重点菌,0.5444
PP755156_58,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,319,3.80e-07,1,0,0,none,0,no,96.62,High-quality,,,,未知,0.277,CRKP/PA/AB 临床重点菌,0.5444
LC557520_140,lysin,Staphylococcus,bacteria,Baoshanvirus,Herelleviridae,296,6.10e-107,2,1,1,none,0,no,92.07,High-quality,,,,未知,0.029,革兰阳性,0.5444
PV402687_52,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,894,2.70e-09,1,1,0,none,0,no,92.69,High-quality,,,,未知,0.181,CRKP/PA/AB 临床重点菌,0.5443
PQ374180_25,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,319,1.30e-06,1,0,0,none,0,no,100.0,Complete,,,,未知,0.3,CRKP/PA/AB 临床重点菌,0.5442
PP978613_45,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,308,1.20e-06,1,0,0,none,0,no,100.0,Complete,,,,未知,0.296,CRKP/PA/AB 临床重点菌,0.5439
OK562429_48,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,308,1.20e-06,1,0,0,none,0,no,96.58,High-quality,,,,未知,0.296,CRKP/PA/AB 临床重点菌,0.5439
PX670399.1_53,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,319,3.80e-07,1,0,0,none,0,no,92.74,High-quality,,,,未知,0.273,CRKP/PA/AB 临床重点菌,0.5438
NC_047724_74,lysin,Staphylococcus,bacteria,Kayvirus,Herelleviridae,210,6.10e-107,1,0,1,none,0,no,100.0,Complete,,,,未知,0.024,革兰阳性,0.5436
MK448723_67,lysin,Streptococcus,bacteria,Unclassified,Unclassified,240,2.10e-06,1,0,1,GH(class),0,no,76.92,Medium-quality,AF-A0A1A9E009-F1,90.8,10,肽聚糖（推断）,0.163,革兰阳性,0.5435
OR354848_37,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,262,9.90e-34,2,1,1,none,0,no,80.9,Medium-quality,,,,未知,0.023,革兰阳性,0.5434
PP974225_47,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,3.80e-07,1,0,0,none,0,no,100.0,Complete,,,,未知,0.27,CRKP/PA/AB 临床重点菌,0.5433
NC_007804_23,depolymerase,Escherichia,bacteria,Uetakevirus,Unclassified,876,1.50e-12,1,0,0,none,0,no,65.77,Medium-quality,AF-A0AAV3I3M0-F1,92.9,44,未知,0.001,其他革兰阴性/细菌,0.5433
PQ046924_67,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,52,4.10e-57,,,,none,0,no,93.5,High-quality,,,,未知,0.021,革兰阳性,0.5432
MZ417347_208,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,100,6.10e-107,,,,none,0,no,92.46,High-quality,,,,未知,0.02,革兰阳性,0.543
PQ133006_42,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,329,2.10e-06,1,0,0,none,0,yes,93.45,High-quality,,,,未知,0.3,CRKP/PA/AB 临床重点菌,0.5429
MK135468_10,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,308,1.20e-06,1,0,0,none,0,no,94.1,High-quality,,,,未知,0.289,CRKP/PA/AB 临床重点菌,0.5428
PQ571305_7,lysin,Streptococcus,bacteria,Unclassified,Unclassified,462,6.20e-07,2,0,2,GH25,0,no,100.0,Complete,AF-A0A6A8UAT0-F1,84.0,18,肽聚糖（推断）,0.069,革兰阳性,0.5427
CAVLHH020000002_41,depolymerase,Unspecified,bacteria,Przondovirus,Autotranscriptaviridae,876,5.80e-57,2,0,1,none,0,no,100.0,Complete,,,,未知,0.284,未知,0.5426
OP142323_27,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,432,3.40e-09,3,1,2,none,0,yes,83.31,Medium-quality,AF-G5JHA5-F1,90.2,30,未知,0.172,革兰阳性,0.5426
OR532898_52,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,542,2.30e-09,1,0,0,none,2,no,94.19,High-quality,,,,未知,0.166,CRKP/PA/AB 临床重点菌,0.5425
PV340598_22,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,895,1.70e-08,1,1,0,none,0,no,92.64,High-quality,,,,未知,0.205,CRKP/PA/AB 临床重点菌,0.5425
OP902294_127,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,224,6.10e-107,1,1,1,none,0,no,90.21,High-quality,,,,未知,0.016,革兰阳性,0.5424
PP882722_31,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,329,2.10e-06,1,0,0,none,0,yes,100.0,Complete,,,,未知,0.296,CRKP/PA/AB 临床重点菌,0.5423
ON325435_25,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,472,3.40e-09,3,1,2,none,0,no,83.47,Medium-quality,AF-G5JHA5-F1,90.2,30,未知,0.17,革兰阳性,0.5423
MN176572_41,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,531,2.30e-09,1,0,0,none,2,no,92.51,High-quality,,,,未知,0.164,CRKP/PA/AB 临床重点菌,0.5422
MZ428228_2,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,895,1.70e-08,1,1,0,none,0,no,90.89,High-quality,,,,未知,0.202,CRKP/PA/AB 临床重点菌,0.5421
PV956270_27,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,426,3.40e-09,3,1,2,none,0,yes,83.33,Medium-quality,AF-G5JHA5-F1,90.2,30,未知,0.169,革兰阳性,0.5421
PV956269_27,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,426,3.40e-09,3,1,2,none,0,yes,84.03,Medium-quality,AF-G5JHA5-F1,90.2,30,未知,0.169,革兰阳性,0.5421
PV956271_27,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,426,3.40e-09,3,1,2,none,0,yes,83.36,Medium-quality,AF-G5JHA5-F1,90.2,30,未知,0.169,革兰阳性,0.5421
LC648442_102,lysin,Staphylococcus,bacteria,Unclassified,Herelleviridae,290,6.10e-107,2,1,1,none,0,no,92.87,High-quality,,,,未知,0.014,革兰阳性,0.5421
PX550016_71,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,530,7.10e-09,,,,none,0,yes,91.72,High-quality,,,,未知,0.318,CRKP/PA/AB 临床重点菌,0.542
PQ519586_67,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,690,7.10e-09,,,,none,0,no,91.5,High-quality,,,,未知,0.318,CRKP/PA/AB 临床重点菌,0.542
MZ208805_49,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,531,2.30e-09,1,0,0,none,1,no,97.21,High-quality,,,,未知,0.162,CRKP/PA/AB 临床重点菌,0.5419
PV593634_251,lysin,Shewanella,bacteria,Unclassified,Unclassified,2425,6.30e-18,0,0,1,none,2,no,92.41,High-quality,,,,未知,0.315,其他革兰阴性/细菌,0.5419
OX335422_31,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,691,2.40e-08,1,1,0,none,0,no,91.96,High-quality,,,,未知,0.206,CRKP/PA/AB 临床重点菌,0.5417
PQ133615_9,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,329,2.10e-06,1,0,0,none,0,yes,100.0,Complete,,,,未知,0.292,CRKP/PA/AB 临床重点菌,0.5417
OR532832_47,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,319,2.10e-06,1,0,0,none,0,no,94.03,High-quality,,,,未知,0.292,CRKP/PA/AB 临床重点菌,0.5417
PP934444_7,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,329,2.10e-06,1,0,0,none,0,yes,100.0,Complete,,,,未知,0.292,CRKP/PA/AB 临床重点菌,0.5417
PP889474_53,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,329,2.10e-06,1,0,0,none,0,yes,93.54,High-quality,,,,未知,0.292,CRKP/PA/AB 临床重点菌,0.5417
OR983332_48,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,2.10e-06,1,0,0,none,0,no,93.85,High-quality,,,,未知,0.292,CRKP/PA/AB 临床重点菌,0.5417
OY979418_23,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,895,1.70e-08,1,1,0,none,0,no,90.79,High-quality,,,,未知,0.199,CRKP/PA/AB 临床重点菌,0.5416
MW825358_3,lysin,Xanthomonas,bacteria,Unclassified,Unclassified,2460,5.90e-13,1,0,1,GH23,4,no,99.85,High-quality,,,,肽聚糖（推断）,0.0,其他革兰阴性/细菌,0.5415
MN830257_43,lysin,Lactobacillus,bacteria,Unclassified,Unclassified,312,5.30e-10,1,1,1,GH25,0,no,66.45,Medium-quality,AF-A0A6P1EXY0-F1,89.8,17,肽聚糖（推断）,0.0,革兰阳性,0.5415
MK448980_51,lysin,Streptococcus,bacteria,Unclassified,Aliceevansviridae,462,6.20e-07,2,0,2,GH25,0,no,79.59,Medium-quality,AF-A0A6A8UAT0-F1,84.0,18,肽聚糖（推断）,0.061,革兰阳性,0.5415
OR532900_54,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,542,2.30e-09,1,0,0,none,2,no,95.27,High-quality,,,,未知,0.159,CRKP/PA/AB 临床重点菌,0.5414
KX356064.1_75,lysin,Staphylococcus,bacteria,Twortvirus,Herelleviridae,118,6.10e-107,,,,none,0,no,92.01,High-quality,,,,未知,0.009,革兰阳性,0.5413
PQ657831_46,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,550,3.10e-08,1,0,0,none,0,no,92.24,High-quality,,,,未知,0.207,CRKP/PA/AB 临床重点菌,0.5411
PP978610_47,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,542,2.30e-09,1,0,0,none,0,no,100.0,Complete,,,,未知,0.157,CRKP/PA/AB 临床重点菌,0.5411
MZ602146_47,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,2.10e-06,1,0,0,none,0,no,100.0,Complete,,,,未知,0.288,CRKP/PA/AB 临床重点菌,0.5411
PP663283_44,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,2.10e-06,1,0,0,none,0,no,94.95,High-quality,,,,未知,0.288,CRKP/PA/AB 临床重点菌,0.5411
PQ530295_47,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,329,2.10e-06,1,0,0,none,0,yes,93.87,High-quality,,,,未知,0.288,CRKP/PA/AB 临床重点菌,0.5411
OR532837_46,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,319,2.10e-06,1,0,0,none,0,no,93.57,High-quality,,,,未知,0.288,CRKP/PA/AB 临床重点菌,0.5411
MT939252_53,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,2.10e-06,1,0,0,none,0,no,100.0,Complete,,,,未知,0.288,CRKP/PA/AB 临床重点菌,0.5411
PV593504_51,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,319,2.10e-06,1,0,0,none,0,no,95.39,High-quality,,,,未知,0.288,CRKP/PA/AB 临床重点菌,0.5411
OX335428_45,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,2.10e-06,1,0,0,none,0,no,100.0,Complete,,,,未知,0.288,CRKP/PA/AB 临床重点菌,0.5411
OY979411_56,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,2.10e-06,1,0,0,none,0,no,100.0,Complete,,,,未知,0.288,CRKP/PA/AB 临床重点菌,0.5411
NC_025418_45,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,2.10e-06,1,0,0,none,0,no,94.89,High-quality,,,,未知,0.288,CRKP/PA/AB 临床重点菌,0.5411
PX733326.1_45,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,2.10e-06,1,0,0,none,0,no,94.5,High-quality,,,,未知,0.288,CRKP/PA/AB 临床重点菌,0.5411
ON550478_27,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,432,3.40e-09,3,1,2,none,0,yes,84.13,Medium-quality,AF-G5JHA5-F1,90.2,30,未知,0.162,革兰阳性,0.5411
PV956268_27,lysin,Staphylococcus,bacteria,Unclassified,Unclassified,426,3.40e-09,3,1,2,none,0,yes,84.15,Medium-quality,AF-G5JHA5-F1,90.2,30,未知,0.162,革兰阳性,0.5411
PV231794_41,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,309,3.80e-07,1,0,0,none,0,no,90.4,High-quality,,,,未知,0.254,CRKP/PA/AB 临床重点菌,0.5409
OX335421_32,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,691,2.40e-08,1,1,0,none,0,no,86.63,Medium-quality,,,,未知,0.2,CRKP/PA/AB 临床重点菌,0.5408
KX356064.1_74,lysin,Staphylococcus,bacteria,Twortvirus,Herelleviridae,296,6.10e-107,2,1,1,none,0,no,92.01,High-quality,,,,未知,0.005,革兰阳性,0.5407
PQ678706_22,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,319,2.10e-06,1,0,0,none,0,no,92.87,High-quality,,,,未知,0.285,CRKP/PA/AB 临床重点菌,0.5406
NC_031246_43,depolymerase,Klebsiella,bacteria,Drulisvirus,Autoscriptoviridae,319,2.10e-06,1,0,0,none,0,no,100.0,Complete,,,,未知,0.285,CRKP/PA/AB 临床重点菌,0.5406
OR532838_52,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,531,2.30e-09,1,0,0,none,0,no,94.22,High-quality,,,,未知,0.153,CRKP/PA/AB 临床重点菌,0.5405
OR532820_21,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,895,4.00e-08,1,1,0,none,0,no,92.26,High-quality,,,,未知,0.208,CRKP/PA/AB 临床重点菌,0.5405
OU509533_46,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,542,2.30e-09,1,0,0,none,2,no,100.0,Complete,,,,未知,0.152,CRKP/PA/AB 临床重点菌,0.5404
OU509534_48,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,542,2.30e-09,1,0,0,none,1,no,100.0,Complete,,,,未知,0.152,CRKP/PA/AB 临床重点菌,0.5404
PQ337356_22,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,697,7.10e-09,,,,none,0,no,91.96,High-quality,,,,未知,0.306,CRKP/PA/AB 临床重点菌,0.5402
